sentence,compound,pos,neu,neg,transcript_id
Um  and given that I've had like extensive experience um  in research um  and my leadership activities on campus  I think that I can bring both the technical skills and um  a way to effectively  hopefully communicate to um  communicate my ideas and bring like a different sort of perspective to your company.,0.8625,0.178,0.822,0.0,p15
And I'm hardworking um  and I always wanna make sure I will do a good job and detail oriented  and um  I just love working with other people on like projects that excite me.,0.9325,0.341,0.659,0.0,p15
So um  that's something that I come from [inaudible] that flatters me is working with people elaborating.,0.1531,0.091,0.909,0.0,p15
And that's um  definitely a skill that I can bring to your company so thank you for your time.,0.7133,0.259,0.741,0.0,p15
Thank you.,0.3612,0.714,0.286,0.0,p15
Great  so how are you doing today?,0.6249,0.406,0.594,0.0,p16
Very good  how are you?,0.4927,0.444,0.556,0.0,p16
Great  can you tell me a little bit about yourself?,0.6249,0.313,0.687,0.0,p16
Yea  um so I am junior here at MIT ummm studying economics as well as urban planning and within those departments I am really trying to focus on international development.,0.2732,0.068,0.932,0.0,p16
Ummm and because I am interested in either after school going in to either like public health or umm public policy type areas.,0.6369,0.198,0.802,0.0,p16
But both focusing on international development.,0.0,0.0,1.0,0.0,p16
Ummm yea  that’s a little bit.,0.0,0.0,1.0,0.0,p16
I'm from right outside of Philadelphia  ummm and I am the uh  second youngest of 3.,0.0,0.0,1.0,0.0,p16
Great  all right  so can you tell me about a time you demonstrated leadership.,0.6249,0.24,0.76,0.0,p16
Uh sure  ummm so currently I am actually the co president of an organization here on campus called club med (sp?).,0.3182,0.103,0.897,0.0,p16
And we actually started last year  but last year it was founded by a different person  ummm although I was part of the like founding board  I guess you would say.,0.5023,0.098,0.902,0.0,p16
Ummm and I guess last year  basically what happened was the person who founded it did it for her resume and she wasn't really invested in it.,0.0,0.0,1.0,0.0,p16
Umm and so basically last year was pretty much a flop  we did  we didn't accomplish much last year.,-0.1361,0.134,0.669,0.198,p16
So this year has been trying to start over ummm as well as trying to take what kind of we felt what was wrong last year and really try to fix those pieces.,-0.25,0.058,0.856,0.086,p16
But also what I really realized from the whole experience is that leadership also needs to recognizes that you are only a leader for a certain amount of time and you really need to be able to kind of set up a situation in which you can set up so someone can transition into your spot.,0.3919,0.046,0.954,0.0,p16
I mean especially in a like college setting  you are going to be the president for a year or maybe two years  ummm and I think what we really learned I think a lot of the struggle we learned from last year is to set up that sort of structure.,0.1189,0.052,0.905,0.043,p16
Also last year there was some tension within the group  just because we were like what are we doing  like why aren't we doing anything  there wasn't a lot of transparency so really trying to emphasize that this year.,0.4019,0.115,0.831,0.053,p16
And we were  so I keep saying we  because co-presidents  it’s my friend Cheri and I  but we are co-presidents  we have been able to expand the club.,0.6187,0.163,0.837,0.0,p16
Last year we had about 14 members  ummm maybe like 10 or less that were truly committed  so now we are at 30 members.,0.738,0.256,0.744,0.0,p16
Which is a really really exciting thing.,0.5819,0.386,0.614,0.0,p16
That's great.,0.6249,0.804,0.196,0.0,p16
Yea.,0.0,0.0,1.0,0.0,p16
Tell me about a time you were working a team and faced a challenge  how did you solve that problem?,-0.1531,0.136,0.746,0.118,p16
umm that is a good question  umm I think  so freshman year ummm I participated in a program here called terescope (sp?).,0.4404,0.121,0.879,0.0,p16
And it’s a program that basically gives freshman a problem to solve.,-0.2263,0.124,0.69,0.186,p16
Ummm kind of like a world problem.,-0.1263,0.223,0.505,0.273,p16
And so you are just kind of left on your own to solve it.,0.2023,0.122,0.878,0.0,p16
Umm and our problem was solving world hunger.,-0.3182,0.198,0.413,0.388,p16
So it is really like a problem that no one has actually solved.,-0.0697,0.257,0.472,0.271,p16
Ummm and what I really learned from  that was a lot about group dynamics I think because it was all freshman led  you had like all these freshman coming from a bunch of schools  where they were the top  they were the ones used to leading everything.,0.6597,0.127,0.873,0.0,p16
I think one of the main problems we had was maybe not necessarily like figuring out the problem  but like figuring out who - how to best organize ourselves  and how to best kind of - ummm when people should step up and be leaders ummm so what I guess learned from that a lot was trying to not necessary like pinpoint one leader  but more like collaborative working together because what like seemed happened when one person stepped up  they necc - they necessary wouldn't be doing a lot  just kind of be like trying to tell people what to do.,0.9687,0.2,0.736,0.063,p16
And that wasn’t effective at all.,0.4767,0.383,0.617,0.0,p16
Instead of just like trying to brainstorm  together problem solve together.,0.1531,0.287,0.533,0.18,p16
Like maybe have someone be one person be more like a facilitator and kind of leading the discussion.,0.6478,0.249,0.751,0.0,p16
Instead of telling people what to do.,0.0,0.0,1.0,0.0,p16
Being like oh this is what you said  and do you want to follow up on that.”  Or like how can we best really tackle that issue.,0.8591,0.313,0.687,0.0,p16
I think what I learned form that what I learned from that  in order to be a leader within a group you need to be asking questions  instead of telling people what to do.,0.0,0.0,1.0,0.0,p16
Giving people more responsibility and and almost have someone be more like.,0.6361,0.342,0.658,0.0,p16
And giving people more responsibility.,0.34,0.375,0.625,0.0,p16
Umm and like make them feel like they are taking ownership versus your putting ownership on them.,0.6124,0.25,0.75,0.0,p16
I think that is what the purpose of the class actually is  to teach you how to work in groups  throughout MIT you work in groups pete (sp?),0.0,0.0,1.0,0.0,p16
says  so I think I actually learned a lot from that class  just kind of observing how everything was going on.,0.0,0.0,1.0,0.0,p16
Great  okay.,0.7184,1.0,0.0,0.0,p16
Can you tell me one of your weaknesses and what you are doing to overcome it?,-0.3612,0.0,0.857,0.143,p16
Ummm  hmmm  so let's think  so that is a good question.,0.4404,0.225,0.775,0.0,p16
I think sometimes I have trouble working on a project when like  for example when I have too much time right.,-0.0516,0.103,0.785,0.112,p16
So umm for example this summer I was working in DC ummm and I felt like when I wasn't given an exact dead line I didn't necessarily like push myself to work to get it done  because it wasn't -- I didn't  have a dead line like I wasn’t sure when I needed it to get done so I was like oh  that’ fine  okay I can do it later.,0.8314,0.203,0.721,0.076,p16
So I think one of my weaknesses I think it is pushing things off unless there is a deadline.,-0.3612,0.0,0.878,0.122,p16
So I really have been trying setting internal deadlines for myself.,0.0,0.0,1.0,0.0,p16
And trying to stick to those deadlines  and I think it is really hard  I think it is really hard when you have a lot of things to do to figure out how to prioritize and actually come through with the deadlines.,-0.3369,0.0,0.922,0.078,p16
And I think that is really important skill throughout life.,0.2716,0.189,0.811,0.0,p16
So for example this week I have a lot of things due at the end of the week.,0.0,0.0,1.0,0.0,p16
So trying to get at least a certain amount done by Tuesday  and kind of like evaluating my progress throughout the week is something I have been trying to work on more.,0.7275,0.197,0.803,0.0,p16
Great  last question - Why do you think we should hire you?,0.6249,0.272,0.728,0.0,p16
Well  we will pretend this is the (inaudible) institute.,0.1779,0.2,0.667,0.133,p16
I am really interested in studying the intersection on nutrition and health  ummm especially in the kind of evaluating project area.,0.4576,0.13,0.87,0.0,p16
So recently I actually switched to economics  umm I was originally studying biology  but I felt that I could - that there is more to be done in economics in terms of helping people and I really would be excited to learn more about how food security and nutrition intersect.,0.8554,0.167,0.833,0.0,p16
And I would be very committed and willing to work as much as you needed me to.,0.3384,0.13,0.87,0.0,p16
Great  thank you.,0.765,0.868,0.132,0.0,p16
How are you doing today?,0.0,0.0,1.0,0.0,p17
Doing well.,0.2732,0.677,0.323,0.0,p17
How are you?,0.0,0.0,1.0,0.0,p17
Good!,0.4926,1.0,0.0,0.0,p17
Alright  so  tell me about yourself.,0.25,0.286,0.714,0.0,p17
Um  my name is Stephie.,0.0,0.0,1.0,0.0,p17
Um  I am a junior here at MIT.,0.0,0.0,1.0,0.0,p17
Um  and  see  I'm currently studying Computer Science  so  um.,0.0,0.0,1.0,0.0,p17
I'm a six three  um  and  I'm here hoping to  you know  get in touch  and um  see if there's any opportunity for me over at Google.,0.6808,0.183,0.817,0.0,p17
Great!,0.6588,1.0,0.0,0.0,p17
[inaudible] So  tell me about a time you demonstrated leadership.,0.0,0.0,1.0,0.0,p17
Um  see... Hm  so last semester  um  I took a class in software constructions.,0.0,0.0,1.0,0.0,p17
Great.,0.6249,1.0,0.0,0.0,p17
So it's six double-o five here.,0.0,0.0,1.0,0.0,p17
And  um  throughout the semester we had  you know  many individual projects.,0.0,0.0,1.0,0.0,p17
But  also  two group projects.,0.0,0.0,1.0,0.0,p17
And  um  something I've noticed very much here at MIT is that people don't like to take initiative and so  um  you know my- we were doing out first group project  and um  you know  my- my partners were pretty cool.,0.5252,0.121,0.833,0.046,p17
But no one seemed to want to arrange a time to meet up and actually get work done.,-0.3291,0.072,0.79,0.138,p17
Okay.,0.2263,1.0,0.0,0.0,p17
So I jumped in  and you know  shot- shot out a few emails.,0.0,0.0,1.0,0.0,p17
And made it work.,0.0,0.0,1.0,0.0,p17
Great.,0.6249,1.0,0.0,0.0,p17
So  tell me about a time you were working on a team and faced a challenge.,0.0772,0.08,0.92,0.0,p17
How did you solve that problem?,-0.2263,0.212,0.471,0.318,p17
[laugh] How about that?,0.5574,0.545,0.455,0.0,p17
Um  let's talk about that second group project in this class.,0.0,0.0,1.0,0.0,p17
Great.,0.6249,1.0,0.0,0.0,p17
Unfortunately  my  um  my group members in this  uh  for this project were not quite as awesome as the one before.,-0.7096,0.0,0.763,0.237,p17
Um  and  uh  for some reason  um  there were two guys  and  uh  they- they were overriding my code in the repository.,0.0,0.0,1.0,0.0,p17
So  um  they've completely disregarded any work I've done even after I'd emailed them and told them hey  you know  there are tools to help resolve conflicts in code- Mm-hm -if we're both working on the same thing.,-0.0498,0.118,0.759,0.123,p17
And so eventually  I had to go to the TA and to the professor  went spoke to Ann Hunter.,0.0,0.0,1.0,0.0,p17
And they helped me resolve the situation.,0.3818,0.302,0.698,0.0,p17
So  you know  sometimes you try your best in the situation and you really-- some things are out of your control.,0.6369,0.174,0.826,0.0,p17
But  um  usually people you can go to.,0.0,0.0,1.0,0.0,p17
Great.,0.6249,1.0,0.0,0.0,p17
I'm glad that worked out for you.,0.4588,0.333,0.667,0.0,p17
Thanks.,0.4404,1.0,0.0,0.0,p17
So  can you tell me one of your weaknesses and what you're doing to overcome it.,-0.3612,0.0,0.857,0.143,p17
Um  see... I- let's see  I- for the longest time  even when I was small  I've always been pretty quiet.,0.4939,0.144,0.856,0.0,p17
Okay.,0.2263,1.0,0.0,0.0,p17
So  um  and back in elementary school even.,0.0,0.0,1.0,0.0,p17
Uh  on my progress reports they would- they would just say Stephie is- is this sweet girl [laughs] and then  you know  I'd get a mediocre grade for participation  stuff like that.,0.9001,0.3,0.7,0.0,p17
